epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
66,126.372,1.61009,1.59098,1.33563,0.36995,0.11886,0.09507,0.04225,2.49485,3.79056,1.92708,0.000390166,0.000390166,0.000390166
67,128.269,1.68524,1.61627,1.30176,0.23381,0.1406,0.09151,0.03613,2.5221,3.87482,1.89667,0.000389753,0.000389753,0.000389753
68,130.122,1.64532,1.50057,1.28816,0.29835,0.13752,0.10428,0.04784,2.49243,3.77628,1.91427,0.00038934,0.00038934,0.00038934
69,131.983,1.66317,1.56416,1.31276,0.47192,0.104,0.09566,0.04029,2.51348,3.66403,1.91335,0.000388928,0.000388928,0.000388928
70,133.862,1.68276,1.5871,1.2812,0.2987,0.11711,0.09917,0.04378,2.56069,3.62155,1.9444,0.000388515,0.000388515,0.000388515
71,135.748,1.60136,1.4605,1.27586,0.06509,0.16299,0.08303,0.03763,2.45381,3.69429,1.88704,0.000388102,0.000388102,0.000388102
72,137.596,1.66018,1.56653,1.27505,0.30027,0.12677,0.08341,0.03661,2.46887,3.70185,1.96029,0.000387689,0.000387689,0.000387689
73,139.463,1.62077,1.51665,1.30205,0.17493,0.22346,0.07868,0.03004,2.4613,3.59526,1.99997,0.000387276,0.000387276,0.000387276
74,141.394,1.57482,1.54834,1.28081,0.29678,0.15249,0.11439,0.05079,2.43792,3.57777,1.96776,0.000386863,0.000386863,0.000386863
75,143.316,1.62263,1.52271,1.24361,0.55075,0.1238,0.1408,0.0517,2.42913,3.68234,1.94319,0.000386451,0.000386451,0.000386451
76,145.182,1.66449,1.52452,1.28587,0.23413,0.15825,0.17591,0.06812,2.4199,3.62917,1.95463,0.000386038,0.000386038,0.000386038
77,147.079,1.54127,1.37796,1.22367,0.26729,0.20152,0.16915,0.06354,2.46033,3.57346,1.96554,0.000385625,0.000385625,0.000385625
78,148.956,1.53683,1.39438,1.25675,0.33888,0.15079,0.17193,0.06385,2.436,3.56517,1.91846,0.000385212,0.000385212,0.000385212
79,150.896,1.6112,1.43123,1.2696,0.20302,0.17227,0.15261,0.06495,2.50162,3.56621,1.919,0.000384799,0.000384799,0.000384799
80,152.77,1.56096,1.41113,1.24194,0.13451,0.1947,0.14225,0.06168,2.49661,3.56383,1.93495,0.000384386,0.000384386,0.000384386
81,154.694,1.62009,1.4177,1.23977,0.18848,0.12896,0.12852,0.05064,2.53645,3.54801,1.92953,0.000383974,0.000383974,0.000383974
82,156.577,1.5572,1.46285,1.28375,0.41338,0.11863,0.15216,0.05856,2.46988,3.55064,1.92103,0.000383561,0.000383561,0.000383561
83,158.439,1.57706,1.41128,1.25635,0.50921,0.10749,0.13649,0.05464,2.49739,3.57862,1.96677,0.000383148,0.000383148,0.000383148
84,160.291,1.51554,1.35655,1.21445,0.2613,0.17022,0.15838,0.06462,2.45676,3.72694,1.91769,0.000382735,0.000382735,0.000382735
85,162.186,1.56131,1.44803,1.28082,0.20485,0.1587,0.15818,0.07633,2.44474,3.807,1.92898,0.000382322,0.000382322,0.000382322
86,164.059,1.53857,1.42318,1.25861,0.3538,0.13208,0.14605,0.07372,2.47375,3.78833,1.97473,0.000381909,0.000381909,0.000381909
87,165.963,1.57387,1.3948,1.25455,0.23113,0.12308,0.12687,0.04654,2.5033,3.66146,1.99078,0.000381497,0.000381497,0.000381497
88,167.838,1.4598,1.30222,1.21096,0.1405,0.14985,0.12867,0.0505,2.46586,3.62045,1.95326,0.000381084,0.000381084,0.000381084
89,169.715,1.54143,1.35575,1.25175,0.19077,0.17843,0.13509,0.06388,2.50024,3.67472,2.0118,0.000380671,0.000380671,0.000380671
90,171.62,1.50804,1.33859,1.21262,0.19215,0.19557,0.16756,0.07273,2.47283,3.69208,1.94104,0.000380258,0.000380258,0.000380258
91,173.52,1.53885,1.34767,1.22587,0.17722,0.19113,0.16246,0.06122,2.4944,3.69009,2.03565,0.000379845,0.000379845,0.000379845
92,175.382,1.51134,1.33391,1.24238,0.39757,0.14254,0.16331,0.06963,2.50158,3.7827,2.02203,0.000379432,0.000379432,0.000379432
93,177.281,1.50797,1.31794,1.19576,0.39213,0.1425,0.15919,0.06669,2.49766,3.63836,1.97222,0.00037902,0.00037902,0.00037902
94,179.151,1.49143,1.32862,1.24987,0.26044,0.19209,0.13504,0.06569,2.5113,3.68213,1.97987,0.000378607,0.000378607,0.000378607
95,181.037,1.51972,1.29063,1.20833,0.26331,0.15846,0.12924,0.06551,2.52035,3.62949,1.93624,0.000378194,0.000378194,0.000378194
96,182.907,1.47306,1.32531,1.24164,0.25449,0.12813,0.14326,0.08038,2.54964,3.5744,2.03065,0.000377781,0.000377781,0.000377781
97,184.816,1.50811,1.27929,1.21856,0.29965,0.13679,0.13428,0.07717,2.49396,3.55231,1.98874,0.000377368,0.000377368,0.000377368
98,186.722,1.51077,1.2625,1.20564,0.2336,0.16098,0.13107,0.07436,2.49963,3.46897,1.98762,0.000376955,0.000376955,0.000376955
99,188.601,1.43207,1.28098,1.19965,0.24414,0.18103,0.1491,0.06811,2.48332,3.46512,1.94901,0.000376543,0.000376543,0.000376543
100,190.535,1.52948,1.27385,1.21384,0.21989,0.21217,0.16004,0.07196,2.50972,3.48996,1.9931,0.00037613,0.00037613,0.00037613
101,192.43,1.54566,1.2891,1.22935,0.16686,0.23138,0.14615,0.06863,2.44935,3.55457,2.00096,0.000375717,0.000375717,0.000375717
102,194.316,1.45383,1.29866,1.22559,0.31311,0.15058,0.1398,0.06668,2.44975,3.58002,2.03873,0.000375304,0.000375304,0.000375304
103,196.232,1.46461,1.23571,1.20079,0.28465,0.12938,0.13701,0.06515,2.47676,3.63699,2.03879,0.000374891,0.000374891,0.000374891
104,198.119,1.45339,1.36362,1.21572,0.14256,0.16852,0.16056,0.0753,2.48834,3.65407,2.04194,0.000374479,0.000374479,0.000374479
105,200.076,1.47159,1.27578,1.2035,0.51409,0.16617,0.15559,0.0778,2.47913,3.73807,1.97596,0.000374066,0.000374066,0.000374066
106,201.974,1.44852,1.22471,1.19687,0.56336,0.1379,0.18316,0.08256,2.41615,3.72152,1.88411,0.000373653,0.000373653,0.000373653
107,203.858,1.44174,1.20528,1.19649,0.16108,0.21177,0.14311,0.05085,2.42942,3.78947,1.87928,0.00037324,0.00037324,0.00037324
108,205.873,1.43697,1.26459,1.19875,0.16379,0.17983,0.14346,0.05079,2.43531,3.71862,1.87775,0.000372827,0.000372827,0.000372827
109,207.838,1.39374,1.18062,1.17597,0.28938,0.20324,0.17111,0.07405,2.49829,3.68598,1.97881,0.000372414,0.000372414,0.000372414
110,209.727,1.42784,1.20637,1.18881,0.26618,0.20173,0.18255,0.08344,2.45418,3.60934,1.95465,0.000372002,0.000372002,0.000372002
111,211.638,1.39203,1.21191,1.16792,0.27791,0.18104,0.16868,0.08348,2.48288,3.61283,1.99207,0.000371589,0.000371589,0.000371589
112,213.57,1.41601,1.17066,1.17585,0.55905,0.13728,0.13662,0.05716,2.48763,3.69503,1.99734,0.000371176,0.000371176,0.000371176
113,215.466,1.38004,1.18552,1.15716,0.47114,0.1906,0.14507,0.06364,2.52808,3.72221,2.0483,0.000370763,0.000370763,0.000370763
114,217.359,1.37877,1.1422,1.14927,0.29689,0.21258,0.12888,0.06156,2.46043,3.76245,1.92843,0.00037035,0.00037035,0.00037035
115,219.238,1.42171,1.16831,1.20047,0.30014,0.20253,0.14935,0.07326,2.48408,3.80988,1.98039,0.000369937,0.000369937,0.000369937
116,221.133,1.41948,1.12082,1.14566,0.19074,0.24127,0.16975,0.08638,2.45088,3.82309,1.96645,0.000369525,0.000369525,0.000369525
117,223.074,1.38532,1.17043,1.15894,0.24584,0.15423,0.15644,0.08335,2.47841,3.854,1.96279,0.000369112,0.000369112,0.000369112
118,224.96,1.36443,1.15107,1.16982,0.13461,0.18696,0.156,0.08013,2.44633,3.83661,1.9148,0.000368699,0.000368699,0.000368699
119,226.883,1.38077,1.08358,1.1582,0.16428,0.20722,0.13168,0.06387,2.46535,4.01038,1.94161,0.000368286,0.000368286,0.000368286
120,228.776,1.36912,1.11806,1.15171,0.44202,0.15336,0.1645,0.08645,2.43665,3.9149,1.92206,0.000367873,0.000367873,0.000367873
121,230.649,1.37009,1.10566,1.13417,0.23067,0.15814,0.14729,0.06619,2.44146,3.8451,1.93785,0.00036746,0.00036746,0.00036746
122,232.546,1.37251,1.11885,1.15635,0.17634,0.18855,0.18511,0.06875,2.45623,3.80165,1.93206,0.000367048,0.000367048,0.000367048
123,234.493,1.34926,1.05615,1.12134,0.16495,0.197,0.16289,0.07352,2.48335,3.74739,1.9704,0.000366635,0.000366635,0.000366635
124,236.379,1.33546,1.15618,1.13873,0.46269,0.11439,0.16455,0.07008,2.48128,3.7756,1.95497,0.000366222,0.000366222,0.000366222
125,238.286,1.33933,1.12126,1.13336,0.21151,0.18244,0.16692,0.0768,2.44916,3.82974,1.87854,0.000365809,0.000365809,0.000365809
126,240.171,1.34372,1.09057,1.13984,0.47625,0.14543,0.18554,0.07865,2.49605,3.76192,1.89247,0.000365396,0.000365396,0.000365396
127,242.124,1.36097,1.09051,1.15115,0.24564,0.17673,0.18071,0.07627,2.45986,3.76344,1.88416,0.000364983,0.000364983,0.000364983
128,244.014,1.33509,1.1062,1.13186,0.33359,0.20429,0.20658,0.08898,2.46318,3.7612,1.88058,0.000364571,0.000364571,0.000364571
129,245.958,1.3736,1.14177,1.17939,0.40638,0.20226,0.19661,0.08693,2.44086,3.70235,1.92167,0.000364158,0.000364158,0.000364158
130,247.845,1.35934,1.09867,1.15074,0.33719,0.1856,0.14976,0.07816,2.44168,3.69809,1.95016,0.000363745,0.000363745,0.000363745
131,249.736,1.28728,1.07509,1.13869,0.31031,0.18996,0.13928,0.067,2.44775,3.6086,2.00962,0.000363332,0.000363332,0.000363332
132,251.656,1.34176,1.05595,1.1179,0.40317,0.14685,0.15148,0.07491,2.4561,3.6301,2.01033,0.000362919,0.000362919,0.000362919
133,253.582,1.34301,1.03304,1.1281,0.44241,0.14206,0.1622,0.08468,2.44031,3.6662,2.00353,0.000362506,0.000362506,0.000362506
134,255.547,1.3204,1.06004,1.13904,0.41369,0.14305,0.14668,0.07166,2.50374,3.84699,2.04856,0.000362094,0.000362094,0.000362094
135,257.49,1.33103,1.05388,1.13799,0.24437,0.20709,0.14609,0.06553,2.50529,3.92363,2.05022,0.000361681,0.000361681,0.000361681
136,259.387,1.28671,1.05477,1.12004,0.40936,0.17433,0.14914,0.06652,2.53236,3.96672,2.09995,0.000361268,0.000361268,0.000361268
137,261.287,1.31074,1.07126,1.11727,0.32214,0.19277,0.14007,0.05982,2.52608,3.85511,2.11696,0.000360855,0.000360855,0.000360855
138,263.223,1.25643,1.0826,1.1283,0.35063,0.19526,0.15859,0.07704,2.47235,3.79638,2.07743,0.000360442,0.000360442,0.000360442
139,265.14,1.25476,1.02328,1.11066,0.47525,0.16563,0.14488,0.06721,2.4669,3.81439,1.98078,0.000360029,0.000360029,0.000360029
140,267.08,1.28626,1.05523,1.12306,0.11583,0.19045,0.13851,0.06689,2.46756,3.83842,2.01049,0.000359617,0.000359617,0.000359617
141,269.095,1.24974,0.98466,1.09182,0.16289,0.21427,0.17302,0.07442,2.46718,3.82803,1.95908,0.000359204,0.000359204,0.000359204
142,271,1.27219,1.04002,1.09085,0.29694,0.22343,0.20039,0.08258,2.49556,3.61938,1.99173,0.000358791,0.000358791,0.000358791
143,272.95,1.28699,1.03777,1.12763,0.44065,0.18897,0.20395,0.10039,2.46103,3.62143,1.93817,0.000358378,0.000358378,0.000358378
144,274.847,1.31424,1.07186,1.10267,0.29888,0.18367,0.17559,0.08854,2.47483,3.78775,1.96544,0.000357965,0.000357965,0.000357965
145,276.769,1.32433,1.03089,1.10059,0.3705,0.1391,0.17431,0.07893,2.495,4.00846,2.05211,0.000357552,0.000357552,0.000357552
146,278.701,1.2614,0.99414,1.09935,0.44884,0.16342,0.16674,0.06281,2.45817,4.0488,1.99049,0.00035714,0.00035714,0.00035714
147,280.597,1.27305,1.00909,1.11385,0.52768,0.17691,0.16687,0.06473,2.52887,3.82694,2.02381,0.000356727,0.000356727,0.000356727
148,282.517,1.26168,0.96728,1.07568,0.23906,0.17329,0.14106,0.06355,2.52783,3.71657,2.04228,0.000356314,0.000356314,0.000356314
149,284.477,1.23899,0.96872,1.08638,0.32933,0.16047,0.14212,0.06209,2.49077,3.71759,2.05271,0.000355901,0.000355901,0.000355901
150,286.388,1.27754,0.97493,1.0932,0.20325,0.13113,0.14439,0.06035,2.4655,3.86317,2.03184,0.000355488,0.000355488,0.000355488
151,288.276,1.27553,0.99945,1.1413,0.29299,0.19722,0.15909,0.06784,2.47502,4.03105,2.02138,0.000355076,0.000355076,0.000355076
152,290.155,1.23849,1.00236,1.11381,0.45241,0.17238,0.15105,0.06215,2.44782,3.93884,1.96891,0.000354663,0.000354663,0.000354663
153,292.082,1.2062,0.9506,1.08863,0.30712,0.16964,0.13327,0.05897,2.47503,3.94367,2.00833,0.00035425,0.00035425,0.00035425
154,294.023,1.30273,1.00405,1.10636,0.23071,0.17155,0.14731,0.06603,2.47731,3.84202,1.99393,0.000353837,0.000353837,0.000353837
155,295.955,1.22529,0.97905,1.08187,0.28107,0.20961,0.16545,0.067,2.4975,3.83726,2.01346,0.000353424,0.000353424,0.000353424
156,297.857,1.23962,0.97142,1.12459,0.24407,0.17144,0.14295,0.06799,2.52153,3.9274,2.03953,0.000353011,0.000353011,0.000353011
157,299.847,1.25716,0.93964,1.08006,0.50763,0.16595,0.16595,0.06079,2.52871,3.99773,2.04631,0.000352599,0.000352599,0.000352599
158,301.832,1.24223,0.94665,1.0685,0.2739,0.17566,0.17077,0.06815,2.45534,4.05546,1.99376,0.000352186,0.000352186,0.000352186
159,303.779,1.2778,0.97114,1.12425,0.19231,0.17791,0.19328,0.07945,2.48537,3.95103,1.98795,0.000351773,0.000351773,0.000351773
160,305.746,1.24286,0.98395,1.08463,0.1855,0.1664,0.16927,0.09024,2.49544,3.80426,1.96716,0.00035136,0.00035136,0.00035136
161,307.709,1.23827,0.97819,1.08445,0.16217,0.22718,0.19255,0.09096,2.49941,3.66868,1.99183,0.000350947,0.000350947,0.000350947
162,309.65,1.23996,0.95281,1.10099,0.13865,0.21751,0.16869,0.08949,2.48631,3.73842,1.99053,0.000350534,0.000350534,0.000350534
163,311.597,1.18884,0.94787,1.09583,0.31611,0.11376,0.1376,0.06755,2.49035,3.99772,2.05438,0.000350122,0.000350122,0.000350122
164,313.502,1.26064,0.97527,1.11852,0.3263,0.13802,0.13543,0.06314,2.43956,4.0356,2.00175,0.000349709,0.000349709,0.000349709
165,315.429,1.2503,0.99178,1.11477,0.31179,0.1839,0.15101,0.06483,2.4531,3.94037,2.02099,0.000349296,0.000349296,0.000349296
166,317.379,1.2412,0.97442,1.08997,0.57299,0.1872,0.19789,0.06513,2.4852,4.01189,1.99566,0.000348883,0.000348883,0.000348883
167,319.288,1.16608,0.93352,1.06368,0.37465,0.21177,0.18451,0.07613,2.49026,4.04822,2.04043,0.00034847,0.00034847,0.00034847
168,321.181,1.20202,0.96853,1.08571,0.21753,0.24266,0.17415,0.07064,2.48317,4.01012,1.99924,0.000348057,0.000348057,0.000348057
169,323.099,1.26358,0.99608,1.1197,0.3315,0.16526,0.15164,0.05461,2.50672,4.00805,1.99542,0.000347645,0.000347645,0.000347645
170,325.024,1.16557,0.91956,1.07565,0.25236,0.188,0.15067,0.06476,2.51019,3.99319,2.00489,0.000347232,0.000347232,0.000347232
171,326.965,1.18192,0.90951,1.06667,0.28043,0.17008,0.15651,0.065,2.605,4.04254,2.19133,0.000346819,0.000346819,0.000346819
172,328.915,1.16693,0.90928,1.06698,0.32825,0.12102,0.14285,0.05971,2.62256,4.08367,2.21356,0.000346406,0.000346406,0.000346406
173,330.892,1.23724,0.93402,1.08525,0.17794,0.14872,0.13295,0.05337,2.60205,4.10159,2.17049,0.000345993,0.000345993,0.000345993
174,332.817,1.18628,0.88846,1.06751,0.48772,0.09501,0.11353,0.05137,2.53691,4.12086,2.0672,0.00034558,0.00034558,0.00034558
175,334.924,1.23543,0.94743,1.08692,0.21353,0.15935,0.13431,0.05258,2.52318,4.14284,2.05851,0.000345168,0.000345168,0.000345168
176,336.865,1.20595,0.93486,1.05268,0.51983,0.11228,0.13328,0.05875,2.53191,4.09037,2.07815,0.000344755,0.000344755,0.000344755
177,338.812,1.17848,0.91166,1.06216,0.18823,0.17634,0.1661,0.06324,2.56879,3.915,2.10955,0.000344342,0.000344342,0.000344342
178,340.747,1.19138,0.91202,1.0767,0.19987,0.26465,0.19157,0.07809,2.54608,3.821,2.10052,0.000343929,0.000343929,0.000343929
179,342.686,1.20259,0.90504,1.07315,0.23792,0.2563,0.18379,0.0762,2.54708,3.81631,2.06526,0.000343516,0.000343516,0.000343516
180,344.69,1.22039,0.93201,1.0742,0.24525,0.22343,0.16951,0.0728,2.54379,3.84195,2.03435,0.000343103,0.000343103,0.000343103
181,346.591,1.19343,0.95487,1.08696,0.306,0.14646,0.12959,0.06317,2.53826,3.86959,2.03296,0.000342691,0.000342691,0.000342691
182,348.509,1.1498,0.93589,1.09012,0.23501,0.17044,0.16482,0.06877,2.58415,3.83254,2.04739,0.000342278,0.000342278,0.000342278
183,350.439,1.11575,0.8636,1.05588,0.23643,0.20351,0.19232,0.08862,2.58266,3.84019,2.12736,0.000341865,0.000341865,0.000341865
184,352.343,1.15798,0.87461,1.05156,0.21306,0.17662,0.16851,0.08139,2.58108,3.88103,2.10756,0.000341452,0.000341452,0.000341452
185,354.278,1.102,0.89831,1.05095,0.3067,0.18719,0.16522,0.07913,2.55834,3.90463,2.1035,0.000341039,0.000341039,0.000341039
186,356.179,1.17035,0.88096,1.07535,0.25777,0.16496,0.16019,0.07573,2.507,3.99533,2.06292,0.000340626,0.000340626,0.000340626
