epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,152.192,1.94368,3.67063,1.76487,0.30265,0.1862,0.0767,0.03484,2.19347,3.31902,2.00735,0.00038535,0.00038535,0.00038535
25,158.469,1.94714,3.61693,1.78619,0.21479,0.14234,0.10391,0.04394,2.21538,3.28865,1.99826,0.000383974,0.000383974,0.000383974
26,164.78,1.941,3.65942,1.78806,0.33735,0.09524,0.08508,0.03716,2.22317,3.30482,1.99238,0.000382597,0.000382597,0.000382597
27,171.097,1.93895,3.48949,1.77454,0.22022,0.14686,0.07166,0.02695,2.25596,3.46037,1.98932,0.000381221,0.000381221,0.000381221
28,177.409,1.92743,3.91229,1.78489,0.27511,0.18749,0.07079,0.03193,2.20573,3.46805,1.99568,0.000379845,0.000379845,0.000379845
29,183.729,1.97958,3.62886,1.82729,0.68605,0.09072,0.10165,0.03749,2.18689,3.53326,2.04584,0.000378469,0.000378469,0.000378469
30,190.06,1.90584,3.45385,1.73885,0.52534,0.08372,0.11058,0.04339,2.25566,3.41162,2.10016,0.000377093,0.000377093,0.000377093
31,196.405,1.94887,3.46672,1.78376,0.44199,0.15305,0.11171,0.0374,2.25512,3.3758,2.10528,0.000375717,0.000375717,0.000375717
32,202.763,1.90659,3.22685,1.75609,0.22695,0.21726,0.11236,0.04509,2.24402,3.48427,2.07345,0.000374341,0.000374341,0.000374341
33,209.128,1.89309,3.36405,1.77929,0.22739,0.24419,0.08452,0.03076,2.22779,3.42264,2.11353,0.000372965,0.000372965,0.000372965
34,215.433,1.84169,3.58862,1.75686,0.26318,0.20483,0.10445,0.04389,2.22965,3.33395,2.09018,0.000371589,0.000371589,0.000371589
35,221.726,1.88116,3.46626,1.77855,0.19478,0.16742,0.10233,0.0423,2.27286,3.27897,2.0855,0.000370213,0.000370213,0.000370213
36,228.154,1.88805,3.31432,1.74184,0.12901,0.24916,0.13799,0.05205,2.23362,3.27955,2.05025,0.000368836,0.000368836,0.000368836
37,234.51,1.86043,3.13048,1.71347,0.27941,0.21378,0.13454,0.04868,2.25265,3.29879,2.06265,0.00036746,0.00036746,0.00036746
38,240.845,1.8146,3.29596,1.72607,0.24888,0.12465,0.08663,0.03531,2.2232,3.37939,2.07423,0.000366084,0.000366084,0.000366084
39,247.193,1.83557,3.2637,1.74248,0.24967,0.13006,0.07784,0.03543,2.21268,3.43898,2.11562,0.000364708,0.000364708,0.000364708
40,253.577,1.91312,3.53497,1.77595,0.22342,0.16839,0.09741,0.04342,2.22883,3.45624,2.10788,0.000363332,0.000363332,0.000363332
41,259.95,1.85649,3.07462,1.72991,0.19894,0.17153,0.10103,0.04859,2.23956,3.38881,2.06863,0.000361956,0.000361956,0.000361956
42,266.31,1.81997,3.08686,1.71344,0.28994,0.15864,0.12642,0.06144,2.23596,3.4137,2.06641,0.00036058,0.00036058,0.00036058
43,272.629,1.80803,3.21253,1.70604,0.2767,0.19049,0.09607,0.04074,2.20449,3.44068,2.06127,0.000359204,0.000359204,0.000359204
44,278.988,1.80643,2.95105,1.67021,0.22069,0.19309,0.08287,0.03289,2.18449,3.43327,2.08029,0.000357828,0.000357828,0.000357828
45,285.399,1.83159,3.23896,1.78178,0.32349,0.08851,0.08974,0.03421,2.19154,3.37841,2.08921,0.000356452,0.000356452,0.000356452
46,291.81,1.83748,2.92639,1.6944,0.33591,0.12518,0.10844,0.04371,2.20857,3.42218,2.04815,0.000355076,0.000355076,0.000355076
47,298.199,1.80624,3.11949,1.69905,0.36924,0.17857,0.14343,0.06923,2.1823,3.46638,2.04517,0.000353699,0.000353699,0.000353699
48,304.747,1.80029,2.95264,1.70094,0.30877,0.10822,0.12242,0.05404,2.20724,3.47107,2.10666,0.000352323,0.000352323,0.000352323
49,312.427,1.7944,2.93793,1.65459,0.2215,0.17687,0.11113,0.0464,2.21659,3.41157,2.0873,0.000350947,0.000350947,0.000350947
50,319.979,1.77842,3.00392,1.70865,0.28402,0.16029,0.11061,0.04491,2.25104,3.39889,2.15298,0.000349571,0.000349571,0.000349571
51,326.357,1.79501,3.03233,1.75917,0.27208,0.18355,0.12602,0.05213,2.27698,3.49094,2.13079,0.000348195,0.000348195,0.000348195
52,332.856,1.79724,2.83826,1.69378,0.28887,0.23919,0.14923,0.05728,2.29157,3.38074,2.1357,0.000346819,0.000346819,0.000346819
53,339.272,1.77406,2.90586,1.68778,0.32458,0.14854,0.11936,0.04904,2.31182,3.40584,2.18646,0.000345443,0.000345443,0.000345443
54,345.56,1.71528,2.89438,1.6702,0.33323,0.23643,0.12358,0.06139,2.27813,3.49511,2.17366,0.000344067,0.000344067,0.000344067
55,351.962,1.81799,2.95204,1.70552,0.24947,0.20199,0.14263,0.06378,2.22979,3.52474,2.14161,0.000342691,0.000342691,0.000342691
56,358.439,1.74362,2.67717,1.6223,0.31892,0.21036,0.14331,0.06909,2.22254,3.45167,2.15084,0.000341315,0.000341315,0.000341315
57,364.885,1.72762,2.6842,1.65055,0.25832,0.21094,0.11309,0.06148,2.24844,3.39519,2.1556,0.000339938,0.000339938,0.000339938
58,371.369,1.73212,2.63334,1.63795,0.24445,0.19087,0.13032,0.06593,2.24998,3.24324,2.12494,0.000338562,0.000338562,0.000338562
59,377.807,1.72434,2.79936,1.67828,0.40048,0.15428,0.15309,0.07272,2.24028,3.35752,2.12222,0.000337186,0.000337186,0.000337186
60,384.258,1.7205,2.6279,1.64758,0.35984,0.1831,0.15362,0.06341,2.23572,3.40423,2.07965,0.00033581,0.00033581,0.00033581
61,390.66,1.6678,2.61649,1.57783,0.28416,0.1908,0.15491,0.05778,2.20983,3.44481,2.08282,0.000334434,0.000334434,0.000334434
62,397.089,1.65994,2.52715,1.62538,0.31482,0.16317,0.14992,0.07027,2.22658,3.58253,2.12171,0.000333058,0.000333058,0.000333058
63,403.527,1.68734,2.6234,1.65531,0.20592,0.21717,0.16351,0.08006,2.20915,3.62756,2.15286,0.000331682,0.000331682,0.000331682
64,410.008,1.72524,2.60153,1.65594,0.28168,0.20076,0.17225,0.08026,2.2695,3.51524,2.19123,0.000330306,0.000330306,0.000330306
65,416.518,1.68647,2.46459,1.58,0.15563,0.24511,0.14301,0.05809,2.27634,3.56303,2.14649,0.00032893,0.00032893,0.00032893
66,423.019,1.70532,2.51211,1.61759,0.18511,0.22465,0.13544,0.06559,2.252,3.80886,2.12885,0.000327553,0.000327553,0.000327553
67,429.478,1.68723,2.57194,1.62659,0.30582,0.11469,0.113,0.05276,2.2249,3.54163,2.13464,0.000326177,0.000326177,0.000326177
68,435.933,1.69189,2.67324,1.64323,0.12699,0.18402,0.119,0.05488,2.24997,3.45234,2.15805,0.000324801,0.000324801,0.000324801
69,442.332,1.66726,2.56847,1.64055,0.21117,0.1712,0.11107,0.05138,2.25894,3.54092,2.13746,0.000323425,0.000323425,0.000323425
70,448.809,1.67828,2.45777,1.62572,0.22312,0.17939,0.13824,0.06186,2.26373,3.5907,2.16729,0.000322049,0.000322049,0.000322049
71,455.245,1.67056,2.58411,1.62131,0.14273,0.24803,0.09473,0.03871,2.24212,3.56076,2.17256,0.000320673,0.000320673,0.000320673
72,461.682,1.6702,2.41493,1.60143,0.06863,0.21373,0.10616,0.04564,2.26235,3.5336,2.19761,0.000319297,0.000319297,0.000319297
73,468.104,1.66614,2.38449,1.61789,0.06588,0.2242,0.1073,0.04704,2.24923,3.59883,2.22367,0.000317921,0.000317921,0.000317921
74,474.587,1.66899,2.17182,1.55272,0.15053,0.20326,0.13319,0.05242,2.24789,3.63474,2.16661,0.000316545,0.000316545,0.000316545
75,481.059,1.6368,2.4216,1.65174,0.42938,0.14566,0.16796,0.07217,2.22268,3.56665,2.15155,0.000315169,0.000315169,0.000315169
76,487.403,1.60921,2.33764,1.59228,0.29869,0.16909,0.16412,0.07344,2.2195,3.55283,2.13526,0.000313792,0.000313792,0.000313792
77,493.765,1.60444,2.3114,1.56559,0.29094,0.17742,0.17882,0.07693,2.24911,3.73759,2.14272,0.000312416,0.000312416,0.000312416
78,500.156,1.67642,2.4105,1.68524,0.53064,0.12348,0.15182,0.07459,2.28983,3.6792,2.22033,0.00031104,0.00031104,0.00031104
79,506.526,1.62019,2.37525,1.55747,0.10233,0.18147,0.14009,0.06935,2.26091,3.6445,2.16013,0.000309664,0.000309664,0.000309664
80,512.912,1.63337,2.3493,1.6326,0.3582,0.14008,0.1369,0.05607,2.31368,3.53807,2.27421,0.000308288,0.000308288,0.000308288
81,519.315,1.62069,2.24732,1.57487,0.4211,0.14217,0.169,0.07131,2.34777,3.48956,2.28379,0.000306912,0.000306912,0.000306912
82,525.748,1.60578,2.21881,1.53268,0.40107,0.17569,0.18075,0.07518,2.29801,3.60682,2.19468,0.000305536,0.000305536,0.000305536
83,532.161,1.51668,2.06863,1.48744,0.42033,0.17243,0.17564,0.07741,2.28317,3.58438,2.22382,0.00030416,0.00030416,0.00030416
84,538.529,1.5434,2.33062,1.59444,0.54262,0.14779,0.16375,0.07615,2.28068,3.58186,2.2127,0.000302784,0.000302784,0.000302784
85,544.913,1.53279,2.09385,1.51755,0.26719,0.17873,0.14066,0.06148,2.27236,3.61295,2.1482,0.000301408,0.000301408,0.000301408
86,551.423,1.56694,2.15217,1.53705,0.34594,0.15637,0.16315,0.07177,2.28842,3.5176,2.19273,0.000300032,0.000300032,0.000300032
87,557.852,1.58463,2.02708,1.50681,0.3017,0.15681,0.16127,0.0843,2.28669,3.58291,2.17717,0.000298655,0.000298655,0.000298655
88,564.327,1.53575,2.04022,1.4864,0.25128,0.18455,0.1713,0.08597,2.29077,3.70974,2.19515,0.000297279,0.000297279,0.000297279
89,570.723,1.50526,2.17717,1.53991,0.40421,0.18085,0.18038,0.09188,2.28235,3.61886,2.19093,0.000295903,0.000295903,0.000295903
90,577.146,1.54197,2.18257,1.53006,0.44309,0.18271,0.16793,0.08632,2.27511,3.54708,2.22014,0.000294527,0.000294527,0.000294527
91,583.629,1.50785,1.97064,1.50502,0.49178,0.13607,0.16223,0.07807,2.32456,3.46758,2.30465,0.000293151,0.000293151,0.000293151
92,590.089,1.4931,1.99867,1.48534,0.3394,0.14439,0.15815,0.07282,2.31529,3.55582,2.20533,0.000291775,0.000291775,0.000291775
93,596.559,1.49018,2.05396,1.51246,0.34441,0.19421,0.14548,0.07172,2.30749,3.65288,2.23434,0.000290399,0.000290399,0.000290399
94,603.044,1.52732,2.00648,1.52896,0.6082,0.12214,0.1602,0.0728,2.30136,3.67839,2.26065,0.000289023,0.000289023,0.000289023
95,609.551,1.51021,1.99542,1.50491,0.24142,0.18191,0.14735,0.07859,2.27761,3.64836,2.23584,0.000287647,0.000287647,0.000287647
96,616.046,1.48532,1.95902,1.52042,0.20436,0.21519,0.15796,0.06501,2.30698,3.69166,2.2372,0.00028627,0.00028627,0.00028627
97,622.602,1.51049,1.81361,1.46835,0.31113,0.1724,0.17788,0.06582,2.29311,3.59631,2.20792,0.000284894,0.000284894,0.000284894
98,629.104,1.47043,1.96337,1.49246,0.31138,0.16526,0.17276,0.06238,2.28582,3.61274,2.2203,0.000283518,0.000283518,0.000283518
99,635.595,1.47417,2.17419,1.57154,0.37139,0.15798,0.14418,0.06005,2.31493,3.65459,2.30669,0.000282142,0.000282142,0.000282142
100,642.079,1.48536,1.86419,1.4694,0.25963,0.18944,0.14996,0.06125,2.3349,3.67605,2.28906,0.000280766,0.000280766,0.000280766
101,648.554,1.47169,1.85922,1.47748,0.24035,0.2184,0.14583,0.05224,2.34638,3.67914,2.29752,0.00027939,0.00027939,0.00027939
102,654.991,1.50062,1.79109,1.46872,0.1954,0.20567,0.14227,0.05744,2.28546,3.6241,2.26648,0.000278014,0.000278014,0.000278014
103,661.467,1.49283,1.94966,1.49894,0.23292,0.19296,0.14297,0.05616,2.26996,3.70283,2.22875,0.000276638,0.000276638,0.000276638
104,667.907,1.48727,1.88928,1.48249,0.31711,0.17027,0.16806,0.06213,2.28442,3.7306,2.26344,0.000275262,0.000275262,0.000275262
105,674.427,1.41433,1.83041,1.44334,0.14447,0.16795,0.15147,0.05888,2.29919,3.68448,2.2453,0.000273886,0.000273886,0.000273886
106,680.815,1.42044,1.87561,1.45655,0.3799,0.14537,0.14471,0.05483,2.32461,3.66754,2.24215,0.000272509,0.000272509,0.000272509
107,687.412,1.4589,1.79594,1.46266,0.2865,0.17633,0.15622,0.06264,2.32928,3.58416,2.26408,0.000271133,0.000271133,0.000271133
108,694.027,1.47864,1.87274,1.48126,0.35498,0.15672,0.16279,0.06373,2.34134,3.6395,2.30989,0.000269757,0.000269757,0.000269757
109,700.565,1.46398,1.84322,1.46232,0.22981,0.22196,0.16717,0.06943,2.36891,3.65694,2.3442,0.000268381,0.000268381,0.000268381
110,707.15,1.4046,1.78304,1.43894,0.25668,0.24937,0.1851,0.08673,2.33665,3.8748,2.34489,0.000267005,0.000267005,0.000267005
111,713.737,1.40377,1.7725,1.44864,0.14176,0.22439,0.17641,0.07865,2.35589,3.91557,2.34105,0.000265629,0.000265629,0.000265629
112,720.313,1.46418,1.80199,1.44891,0.44379,0.13596,0.17635,0.08214,2.34662,3.90686,2.32973,0.000264253,0.000264253,0.000264253
113,726.927,1.41986,1.77834,1.4411,0.27148,0.18127,0.1838,0.07926,2.35973,3.80165,2.30945,0.000262877,0.000262877,0.000262877
114,733.501,1.41181,1.78961,1.46328,0.1313,0.2442,0.17377,0.07169,2.34076,3.80257,2.32926,0.000261501,0.000261501,0.000261501
115,740.075,1.39033,1.73946,1.42525,0.20364,0.17892,0.16525,0.07865,2.34513,3.87027,2.34289,0.000260125,0.000260125,0.000260125
116,746.637,1.46456,1.72549,1.48025,0.19112,0.15111,0.15466,0.07427,2.36355,3.77228,2.32202,0.000258749,0.000258749,0.000258749
117,753.109,1.39238,1.66699,1.39351,0.1418,0.17936,0.17025,0.05909,2.40415,3.71035,2.35715,0.000257372,0.000257372,0.000257372
118,759.548,1.36766,1.81005,1.39054,0.1455,0.15733,0.16767,0.04958,2.37893,3.88582,2.33984,0.000255996,0.000255996,0.000255996
119,765.996,1.41677,1.69569,1.38919,0.25741,0.17313,0.19388,0.07726,2.37303,3.87349,2.38776,0.00025462,0.00025462,0.00025462
120,772.408,1.42248,1.66479,1.40275,0.15719,0.2218,0.18839,0.07849,2.36137,3.77185,2.38888,0.000253244,0.000253244,0.000253244
121,778.853,1.39042,1.80683,1.42412,0.34638,0.2148,0.16231,0.07292,2.33733,3.71135,2.31566,0.000251868,0.000251868,0.000251868
122,785.276,1.35278,1.6269,1.39114,0.28,0.21108,0.16679,0.07038,2.34536,3.85435,2.3358,0.000250492,0.000250492,0.000250492
123,791.677,1.32594,1.62309,1.35006,0.264,0.20092,0.17078,0.06333,2.34767,3.8935,2.32844,0.000249116,0.000249116,0.000249116
124,798.157,1.37338,1.61357,1.39812,0.24483,0.22391,0.14583,0.06612,2.35351,3.91975,2.32344,0.00024774,0.00024774,0.00024774
125,804.564,1.36001,1.66926,1.40874,0.29382,0.16938,0.14781,0.05751,2.36476,3.90886,2.36459,0.000246364,0.000246364,0.000246364
126,811.174,1.33484,1.52674,1.35918,0.19505,0.21469,0.16581,0.06318,2.38297,3.72263,2.36827,0.000244987,0.000244987,0.000244987
127,817.595,1.30823,1.62086,1.37695,0.18425,0.2425,0.1466,0.05826,2.35751,3.65394,2.3061,0.000243611,0.000243611,0.000243611
128,823.969,1.35191,1.66215,1.40185,0.19826,0.18984,0.14045,0.06135,2.38531,3.73795,2.34156,0.000242235,0.000242235,0.000242235
129,830.392,1.3502,1.75386,1.44065,0.17097,0.20718,0.14781,0.05553,2.40027,3.94222,2.31999,0.000240859,0.000240859,0.000240859
130,836.949,1.34375,1.62208,1.41214,0.13922,0.18416,0.14898,0.06717,2.39429,3.87416,2.33436,0.000239483,0.000239483,0.000239483
131,843.449,1.29075,1.60114,1.38256,0.12528,0.18939,0.15348,0.06152,2.38446,3.71913,2.33885,0.000238107,0.000238107,0.000238107
132,849.888,1.3424,1.5988,1.40105,0.18595,0.18556,0.13011,0.05594,2.40032,3.71909,2.34239,0.000236731,0.000236731,0.000236731
133,856.366,1.33978,1.48916,1.35991,0.32236,0.12317,0.13616,0.06789,2.42894,3.77594,2.38687,0.000235355,0.000235355,0.000235355
134,863.011,1.38062,1.70704,1.41929,0.33181,0.11626,0.13324,0.06725,2.37265,3.83358,2.35214,0.000233979,0.000233979,0.000233979
135,869.465,1.33882,1.52089,1.36842,0.13293,0.19102,0.15675,0.06893,2.37459,3.84723,2.35453,0.000232603,0.000232603,0.000232603
136,875.931,1.31685,1.57983,1.36805,0.20585,0.21669,0.16486,0.07474,2.44214,3.85945,2.43287,0.000231226,0.000231226,0.000231226
137,882.372,1.29486,1.57684,1.36962,0.33061,0.14406,0.15514,0.07043,2.44973,3.93277,2.45237,0.00022985,0.00022985,0.00022985
138,888.789,1.25995,1.54403,1.34711,0.27985,0.14846,0.16464,0.07452,2.4184,3.93657,2.42462,0.000228474,0.000228474,0.000228474
139,895.264,1.301,1.5143,1.35503,0.20048,0.21614,0.17299,0.07544,2.36397,3.93542,2.3431,0.000227098,0.000227098,0.000227098
140,901.818,1.31393,1.6101,1.37081,0.11225,0.23773,0.15987,0.06765,2.39001,3.94657,2.38966,0.000225722,0.000225722,0.000225722
141,908.307,1.32362,1.46089,1.35166,0.14688,0.20226,0.16346,0.07152,2.41079,3.8415,2.39148,0.000224346,0.000224346,0.000224346
142,914.848,1.29581,1.56172,1.41783,0.40175,0.15253,0.17133,0.06798,2.41385,3.83084,2.42077,0.00022297,0.00022297,0.00022297
143,921.276,1.25509,1.49674,1.31748,0.20904,0.17355,0.15504,0.06308,2.40363,3.83613,2.3929,0.000221594,0.000221594,0.000221594
144,927.77,1.30145,1.41759,1.32422,0.14681,0.17631,0.13689,0.05851,2.38296,3.88518,2.33521,0.000220218,0.000220218,0.000220218
145,934.314,1.30142,1.40862,1.31888,0.15455,0.16694,0.13583,0.0568,2.38765,3.93738,2.36241,0.000218842,0.000218842,0.000218842
146,940.886,1.28055,1.47926,1.32791,0.10468,0.20222,0.13675,0.06622,2.36601,3.94252,2.32689,0.000217465,0.000217465,0.000217465
147,947.352,1.29994,1.53623,1.38081,0.12533,0.1763,0.16286,0.0778,2.39402,3.88226,2.34469,0.000216089,0.000216089,0.000216089
148,953.731,1.26286,1.57646,1.35126,0.11796,0.22497,0.14448,0.06389,2.39291,3.80223,2.34818,0.000214713,0.000214713,0.000214713
149,960.137,1.23427,1.47658,1.34208,0.13362,0.19652,0.1673,0.07927,2.39375,3.76734,2.37865,0.000213337,0.000213337,0.000213337
150,966.629,1.30717,1.46636,1.39351,0.14767,0.20722,0.1756,0.07872,2.42643,3.82857,2.4172,0.000211961,0.000211961,0.000211961
151,973.071,1.24374,1.45194,1.34728,0.17781,0.20422,0.14915,0.05974,2.37552,3.81014,2.36215,0.000210585,0.000210585,0.000210585
152,979.559,1.25949,1.50078,1.34817,0.16586,0.18121,0.16445,0.0677,2.36739,3.85879,2.36731,0.000209209,0.000209209,0.000209209
153,985.987,1.21643,1.46493,1.29696,0.10424,0.17517,0.15433,0.06654,2.36896,3.87451,2.38596,0.000207833,0.000207833,0.000207833
154,992.471,1.24652,1.35386,1.2954,0.13304,0.13307,0.1276,0.05602,2.36506,3.80303,2.39232,0.000206457,0.000206457,0.000206457
155,999.016,1.21169,1.37667,1.2956,0.09612,0.16189,0.12705,0.05662,2.38461,3.7819,2.37165,0.000205081,0.000205081,0.000205081
156,1005.48,1.22026,1.3795,1.30739,0.17011,0.14014,0.12598,0.05643,2.4035,3.83749,2.43825,0.000203704,0.000203704,0.000203704
157,1012.01,1.29051,1.4149,1.31312,0.09969,0.20938,0.12791,0.06144,2.38911,3.94608,2.39837,0.000202328,0.000202328,0.000202328
158,1018.46,1.23036,1.46845,1.30479,0.10385,0.23634,0.13982,0.06621,2.38096,3.91845,2.3632,0.000200952,0.000200952,0.000200952
159,1024.94,1.23449,1.54332,1.32672,0.18271,0.20591,0.16698,0.08174,2.36926,3.87896,2.38294,0.000199576,0.000199576,0.000199576
160,1031.46,1.20374,1.38787,1.27832,0.18663,0.23534,0.16026,0.07519,2.36411,3.89569,2.34774,0.0001982,0.0001982,0.0001982
161,1037.92,1.24077,1.39397,1.32005,0.13877,0.20768,0.14943,0.06477,2.39357,3.9586,2.4021,0.000196824,0.000196824,0.000196824
162,1044.39,1.22063,1.33286,1.29407,0.26533,0.19211,0.16392,0.07655,2.41093,3.93271,2.38972,0.000195448,0.000195448,0.000195448
163,1050.87,1.21891,1.47127,1.34365,0.27223,0.1636,0.13396,0.05907,2.40563,3.91207,2.38251,0.000194072,0.000194072,0.000194072
164,1057.41,1.20986,1.32938,1.26565,0.17441,0.20388,0.144,0.0642,2.38993,3.96449,2.40859,0.000192696,0.000192696,0.000192696
165,1063.9,1.20448,1.33375,1.28135,0.10355,0.22565,0.13641,0.06031,2.39461,3.99995,2.39629,0.00019132,0.00019132,0.00019132
166,1070.31,1.16302,1.42871,1.29466,0.16503,0.17501,0.14533,0.06641,2.38538,4.07009,2.44852,0.000189943,0.000189943,0.000189943
167,1076.8,1.2206,1.30283,1.27357,0.23488,0.15474,0.14468,0.06576,2.391,4.02594,2.43556,0.000188567,0.000188567,0.000188567
168,1083.41,1.1588,1.33477,1.27953,0.17761,0.16511,0.15107,0.06487,2.38285,3.93609,2.37705,0.000187191,0.000187191,0.000187191
169,1090.01,1.16878,1.69407,1.24395,0.3015,0.14686,0.15938,0.07,2.38257,4.04453,2.43081,0.000185815,0.000185815,0.000185815
170,1096.62,1.22047,1.43407,1.30528,0.26149,0.15763,0.16405,0.07451,2.38848,4.0911,2.41781,0.000184439,0.000184439,0.000184439
171,1103.15,1.2197,1.33018,1.2648,0.36376,0.14841,0.15718,0.07082,2.3952,4.01933,2.40541,0.000183063,0.000183063,0.000183063
172,1109.77,1.17542,1.30484,1.26426,0.25674,0.19752,0.15739,0.07021,2.37665,3.89117,2.39512,0.000181687,0.000181687,0.000181687
173,1116.29,1.17456,1.37004,1.28643,0.10714,0.21568,0.15086,0.06626,2.40242,3.90797,2.39557,0.000180311,0.000180311,0.000180311
174,1122.87,1.18529,1.24922,1.26708,0.14342,0.18751,0.14865,0.0673,2.39434,4.0014,2.41396,0.000178935,0.000178935,0.000178935
175,1129.53,1.16805,1.31205,1.28033,0.17247,0.19921,0.15293,0.06831,2.3976,3.96847,2.41053,0.000177559,0.000177559,0.000177559
176,1135.99,1.17522,1.30923,1.28953,0.23309,0.26281,0.16768,0.07441,2.39966,3.87162,2.43165,0.000176182,0.000176182,0.000176182
177,1142.6,1.17914,1.28634,1.2749,0.2406,0.25663,0.16275,0.07773,2.39538,3.9199,2.46204,0.000174806,0.000174806,0.000174806
178,1149.09,1.11177,1.20513,1.24112,0.18142,0.19831,0.15918,0.07061,2.38892,3.96405,2.41793,0.00017343,0.00017343,0.00017343
179,1155.62,1.16119,1.38437,1.27165,0.11579,0.20878,0.15651,0.06789,2.40514,3.91446,2.43774,0.000172054,0.000172054,0.000172054
180,1162.09,1.13858,1.31886,1.26506,0.32228,0.12321,0.15228,0.06937,2.393,3.91033,2.47864,0.000170678,0.000170678,0.000170678
181,1168.67,1.15064,1.55742,1.19786,0.32167,0.11515,0.14393,0.06418,2.39743,3.96916,2.43145,0.000169302,0.000169302,0.000169302
182,1175.12,1.23943,1.44034,1.41381,0.27776,0.17263,0.14585,0.06125,2.39527,3.99352,2.4519,0.000167926,0.000167926,0.000167926
183,1181.63,1.12929,1.33987,1.25891,0.28039,0.16198,0.15615,0.06234,2.41177,3.96117,2.44836,0.00016655,0.00016655,0.00016655
184,1188.15,1.15182,1.26734,1.26209,0.26262,0.21296,0.14761,0.06209,2.42977,3.95992,2.48644,0.000165174,0.000165174,0.000165174
185,1194.63,1.12465,1.25701,1.23937,0.22927,0.20526,0.14018,0.0647,2.42011,3.98206,2.4434,0.000163798,0.000163798,0.000163798
